0.158428 0.016768
0.085575 0.031700
0.116339 0.026272
0.106703 -0.152467
0.210375 -0.006457
0.162649 -0.057946
0.315161 0.012491
0.295889 0.044138
0.447374 -0.017631
0.456672 -0.031159
0.439857 -0.022224
0.262908 -0.025177
0.163766 0.086613
0.026047 0.190056
-0.020788 0.041099
-0.056628 0.040572
-0.194688 -0.068004
-0.178786 0.077238
-0.038413 0.103866
-0.027840 -0.067291
-0.186805 0.009465
-0.040480 0.108945
-0.046395 0.110846
-0.027248 0.060184
-0.099509 -0.078882
-0.202643 -0.109339
-0.059255 -0.027995
-0.236737 -0.010134
-0.277766 -0.015118
-0.101784 -0.007992
-0.033011 0.157316
-0.075151 0.085815
-0.166006 -0.053687
-0.183016 -0.027311
-0.188115 0.002769
-0.125724 0.086685
-0.099867 0.041154
-0.214017 0.124466
-0.147706 0.225782
-0.232281 0.083904
-0.285807 0.235068
-0.382277 0.369014
-0.302061 0.228410
-0.442444 0.165123
-0.545657 0.212145
-0.449174 0.177898
-0.521378 0.155481
-0.395755 0.029679
-0.383758 0.043504
-0.479933 -0.037877
-0.604048 -0.101202
-0.591678 0.015209
-0.602686 0.185623
-0.494334 0.239766
-0.431041 0.212998
-0.531289 0.083175
-0.466989 -0.070813
-0.389765 -0.083967
-0.393161 -0.261959
-0.263229 -0.363676
-0.231286 -0.223252
-0.143111 -0.366724
-0.082359 -0.385860
-0.095077 -0.467130
0.062462 -0.537302
0.059676 -0.537441
-0.114880 -0.573351
-0.001856 -0.539215
-0.039952 -0.567610
-0.109779 -0.510512
-0.283249 -0.530615
-0.382143 -0.673308
-0.324193 -0.530835
-0.163330 -0.589805
-0.159546 -0.596438
-0.182360 -0.600677
-0.098101 -0.730902
-0.022589 -0.683137
0.017820 -0.515430
-0.011279 -0.498746
0.043908 -0.567121
0.035312 -0.572318
-0.013242 -0.485032
0.145718 -0.556610
0.119439 -0.558483
0.281852 -0.611951
0.453858 -0.656697
0.441179 -0.556552
0.381929 -0.455006
0.482544 -0.588662
0.595819 -0.528035
0.745444 -0.561324
0.645349 -0.434730
0.684800 -0.535590
0.714153 -0.529068
0.638364 -0.687276
0.752370 -0.561024
0.697659 -0.544520
0.728724 -0.565420
0.733383 -0.548427
0.719223 -0.595197
0.895061 -0.599857
0.889702 -0.721034
0.861733 -0.711944
1.002819 -0.820543
0.990869 -0.785671
1.114670 -0.693535
1.256190 -0.724464
1.256068 -0.750871
